objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,redshift,class
1239680351196432894,42.72195121012441,23.25190543933946,13.356921555827029,17.185155855611036,15.370231920947948,24.668268366230308,15.965083838780536,987,301,1,68,6.126028843042101e+18,2.8500381438494533,STAR
1232812396012309179,18.514647799082827,48.61972452198516,13.796412813141519,18.097310543262385,17.374904048251242,12.893614579902932,14.07386796182085,1192,301,5,210,1.2987414719124833e+18,0.4327349370194358,GALAXY
1232783753987876622,103.66586953600326,2.5011472894030113,12.050576716341201,19.514284365314637,23.459718368861097,25.120190605040396,19.535304209478074,1057,301,2,687,2.665952781205077e+18,2.1381128271343712,STAR
1230282287114681277,164.93582046972753,40.30476680805609,17.38784336718684,18.4178005877602,19.11109428302998,20.21710995788942,15.272864908425118,809,301,3,677,6.279801123869839e+18,4.634942486764766,GALAXY
1230363588817423293,36.18363082008632,26.864012866857085,18.49502046845147,19.47639358771217,16.356432506768332,24.87131844452119,11.389805519929876,979,301,1,308,4.0652943154297405e+18,2.3084401597376383,GALAXY
1238393888157468523,86.95861370213152,24.6425168788255,14.151290809584477,18.564878065217886,20.729798794291046,21.50030494672882,11.553946172950852,551,301,5,367,1.5192977500011594e+18,4.503416761043703,STAR
1232268510158365318,113.27568924938464,11.957001224608907,12.734803197154175,12.37147248491733,19.95398579201271,17.661569144184778,18.37699476627867,577,301,6,630,1.7128379822814362e+18,0.21021754256814626,STAR
1230292694422969217,48.18394464226533,-2.7788999412020883,14.685816542575342,12.940276964295535,19.285808600111576,21.219387982052435,14.484608087391893,1288,301,2,535,6.791058094770648e+18,0.7378055477746992,STAR
1231101697049707271,135.53062241361096,56.88131118861912,14.336409835335823,19.079143405170672,17.085044519687354,21.81507259128033,13.023099659523254,477,301,5,547,6.579610851536752e+18,3.9233856909251914,GALAXY
1233852337301004322,29.473949899246268,18.82793628051309,15.607010886221854,12.221571592362057,12.93860399907494,24.025504508977548,17.6283806001344,965,301,3,674,6.91077671545556e+18,3.9814881414967482,GALAXY
1232595729589439568,19.7226610789573,44.719645900278834,14.112816434568089,18.353397190559445,20.069509436463694,25.121589895141902,14.34123793144625,1132,301,1,744,6.915811494384643e+18,3.454352391232662,STAR
1237616762671488387,138.99851252309398,64.17388018369964,14.717861642760234,18.7987498552281,17.457253924342968,22.2745813709268,11.880023534251649,775,301,2,706,9.113772616541945e+18,4.928733168807492,STAR
1233461268725236733,70.47003713322066,36.24429175999561,19.26043823479394,15.32371649665962,17.573933147302185,27.82401955415629,13.32298868590296,1094,301,5,134,9.200435547236959e+18,2.8222912666493793,GALAXY
1239901674331875893,32.03419959030293,23.99172388395024,14.67868282311685,14.838838022585758,15.043045650189551,24.23536596040289,20.334880638565544,890,301,1,488,4.2785671801119007e+18,3.8866206983658356,GALAXY
1235241599697364444,114.82597204688334,14.58397034345537,18.284144373839176,13.555233752944396,15.24246000537864,26.48300498025879,21.224137603978868,994,301,3,163,7.426072096563362e+18,1.4503674286723895,STAR
1230845118117023945,238.61546635838346,63.18519686326702,17.006669601795675,12.391350973298904,22.236996968100314,16.431403667199046,21.465771547033583,993,301,1,203,7.06247505213999e+18,3.2846388780829865,GALAXY
1235462089983951843,190.49649655684703,44.79160771773343,14.70030356505099,17.96306365048795,18.231742340669786,16.375866345914027,17.417994510202128,953,301,2,591,1.8879423152304635e+18,4.137236973996216,GALAXY
1234495962004160350,213.53521066745097,43.56554170772885,18.542306158242802,12.589816675579094,13.420872819699404,17.159696295678255,22.4114135847908,1368,301,4,73,7.466340521399374e+18,3.7307784313173125,STAR
1235633867349188285,227.7223251671764,26.109557735605218,16.76060855677012,19.557357024071365,12.596062543613764,18.475176918775226,12.820025863145496,340,301,6,683,8.034319034394646e+18,4.326698493943442,STAR
1232490564967882452,253.1021908318976,56.688556039322435,12.068949820791204,14.373947702200496,14.921301074624942,27.343802295459923,19.140273893237378,1014,301,1,413,6.448685016410172e+17,2.1541603272421166,GALAXY
1230099848314445548,200.3381365255716,47.098069651692555,12.549825612579198,18.353954540753854,18.33674321523887,12.250030728819402,19.451138924810387,1325,301,2,114,5.106918452294266e+18,1.509419328257029,GALAXY
1235681837856454872,161.31879632874887,15.672378840014176,18.021116475618552,12.477461208294486,20.02425121777526,19.473540854791402,11.63822483836414,1201,301,6,241,2.583283925117707e+18,1.471297069339218,GALAXY
1235519721442612380,100.0873218361663,38.7692421818285,15.572222316681554,16.290229477214975,13.867824019449767,13.73972886765602,14.389371695984966,1331,301,5,703,8.859167848334836e+18,4.3005607327921185,STAR
1238101262512811820,53.77409561254445,26.40415868589239,15.244062333948325,14.792796296724392,17.64016760333048,24.78518721212648,22.388577626257035,1073,301,1,429,1.0707931903765014e+18,4.568777053029539,STAR
1236122355688521560,181.03828824379016,-4.518918113430948,13.166617473566465,12.240008841425094,12.943178376043209,11.52945255618637,20.108346864998328,509,301,1,197,6.340733626432696e+18,1.1110143533568795,STAR
1238734431437261447,258.72739650272933,53.95651049963121,13.258548751690162,17.24639483527337,12.490436544293237,18.737452371814417,11.65632715661515,612,301,6,652,6.249859787370345e+18,1.987135086050724,GALAXY
1230585533745485298,125.7743885239676,3.966615471138158,18.382019600767205,19.545301767267958,23.223523210958298,17.710597389746276,17.489525968376327,1095,301,4,255,1.4064740886889083e+18,4.924168064808613,STAR
1239067272061120930,190.36720075938752,32.22667893819084,18.63213707169164,12.086022137624525,20.558344855281497,12.56707683001346,18.783466181311894,513,301,4,109,7.316735335164863e+18,0.0698774867323398,GALAXY
1231241239754963961,132.76329739827534,19.54451209519154,16.480020325109834,14.163495409441923,22.154219210481124,17.404222154448156,22.67700074099028,981,301,4,381,2.785326001701828e+18,1.8571187481890494,QSO
1234634748384129803,116.84722268759612,19.972500007649458,14.361022478445499,17.62884594158052,14.36440654334841,24.75351846643599,19.597209560810256,1107,301,4,102,6.648307348841015e+18,3.282200642898076,STAR
1231508733409423862,111.3970146170986,29.847636489207986,19.461606533342643,18.970029792333037,16.188049881861172,13.33706910736316,18.663847456647535,1076,301,2,508,2.590411700589739e+18,0.7835160294509063,GALAXY
1238032579558649405,135.1654200987878,67.78268659344138,16.991699127961812,13.526233388000625,17.769286941757468,27.719597857134563,21.90232957463145,810,301,6,83,3.8959602576424387e+18,3.665422629749655,GALAXY
1232102689678707371,100.45770679007451,24.811716686097732,18.373136955614306,12.56573427631015,20.554446482056616,11.99372386721366,18.931247213169254,1321,301,4,384,3.3216433820173076e+18,1.5619604576972705,GALAXY
1239112591572772386,196.69087709909556,8.310033776609785,12.026263362305723,12.069131202696568,18.95296898091194,15.91474714367474,22.185464728895056,815,301,4,76,5.837562204974057e+18,5.043817696296217,STAR
1239873341184179938,228.31655070106217,39.793262677603934,15.602556807002884,13.721651373249474,19.168944222718014,24.17328494136142,16.913313914798117,1270,301,3,739,6.004809652269455e+18,0.39529598241222164,QSO
1238367717157576622,230.4870972745864,12.249002686885053,18.96759269055965,12.57053833643398,14.040257034133903,17.07786180835637,19.622780370187943,977,301,4,92,5.081174601769876e+18,4.6364382921182825,GALAXY
1236533082694969986,65.38007578330813,2.7050869800453796,14.70586626586177,14.875056712820783,18.172231207594766,19.166009319877986,18.581055899631632,601,301,2,752,1.6669126576445407e+18,3.2129579327939486,STAR
1230790551960175620,233.7691029603357,-1.3372854391871747,17.812409414978248,15.521006199630776,22.709377744837408,14.173194694314285,17.63031228159361,826,301,2,755,6.217683353922955e+18,3.3112108944354137,STAR
1238473928625140109,94.07091042748647,-3.3296669965630774,17.261398601029164,15.83939044705765,18.622991081003946,23.163429996656706,14.8891350544952,664,301,2,112,2.4915126190642954e+18,0.08080281513265423,GALAXY
1235015459702112462,85.945531702295,26.475019326707653,13.217746930834394,13.13863448195686,14.596643516985656,14.05220741947819,21.845341150474567,846,301,5,514,4.2217026998318326e+18,4.846237888072854,STAR
1230525744538671995,191.14252646435546,26.150981930757737,18.19923061803524,15.711904390612716,17.374163466971197,25.42842865043713,14.240535827466447,645,301,5,395,9.331916388454947e+18,4.5438193122702835,STAR
1238661730131697330,84.78347770174494,8.544814205690566,12.900214322502391,12.072413134046904,21.812512253938237,20.17149227003273,12.912673171266013,354,301,3,735,8.052846826797297e+18,2.397667861630736,GALAXY
1233305402088342367,21.34753421364695,52.23339092529828,17.823312772575527,13.915368704976366,13.754901454260095,20.318666092585403,19.54460133494055,923,301,6,675,2.823102342677764e+18,2.591232586176357,STAR
1236270365087775204,102.15167862219762,4.436755838151149,19.927746694232756,14.95268839447456,19.546024005733102,26.869697068115016,17.558634067619796,1363,301,5,507,2.3030305002024174e+18,1.5510593321887898,GALAXY
1234958344770689254,189.80933129030393,61.81815506266908,19.6638514544941,12.946812607548534,24.5490913372901,24.140992881327623,14.154327969686236,1200,301,3,170,5.506855064344111e+18,1.7579739743166733,STAR
1234181359139686030,90.39352190808448,37.89304636795889,18.401933944456037,18.51203677853854,16.943924827266564,23.63337126995471,21.443691874443488,830,301,5,37,1.0986215161208797e+18,2.5514496268495073,STAR
1235211839489038860,166.64888211077692,-2.984004544340138,16.276139393837617,13.609699138465233,12.567336161146375,25.5866828255858,14.434484873131824,415,301,6,396,4.700508304798196e+18,0.41587615125106453,STAR
1231632044109420315,174.35009995430886,65.29700167921831,17.39859660656592,18.03911769317014,20.230352052256563,12.560893824686818,11.765384888265908,1128,301,1,190,4.4727571732489354e+18,0.4134029834548292,STAR
1230187198831176361,192.90147495504175,17.479711946847313,17.824867122752742,15.79114431564662,12.61234569940767,23.34275417010141,11.184400605419807,695,301,3,582,9.41571152649668e+18,4.367756531672442,GALAXY
1239282267409983037,234.07687751035598,27.848172049183297,12.06721219422591,15.837944745161316,14.490873636652465,14.964534522742108,22.074260161362634,734,301,5,179,5.895324385249457e+17,2.018101855201361,QSO
1236766967748784923,117.00625381564473,15.751614588602306,12.81892976762365,17.161554688845015,12.629164589984939,15.776087792389129,15.826137200932749,1357,301,1,716,8.333757670145603e+18,5.240854474931392,GALAXY
1230860004565411155,49.940883318939186,48.17475475646576,16.7764730566309,12.354221693063991,14.218457966860111,11.25748433293452,13.561866879094552,515,301,3,265,8.866958670546073e+18,0.46296462030685537,GALAXY
1235160327289783935,88.36928028883614,30.454656112526322,12.052276321143273,12.630074720001144,23.114118825846923,26.19325807517485,17.80521697316872,506,301,3,614,6.238090791041663e+18,5.0126517020256856,QSO
1237306772944454938,116.90614830384445,4.66322603638269,19.271245206187977,14.614747918180113,21.553067129915853,23.564919845836293,16.85462797711358,917,301,1,323,5.254500530325742e+18,3.477291368241974,STAR
1236456044517726840,187.9006502706845,2.6068885222401263,15.917301705800622,15.334580004013777,16.444084304515243,13.367881229303725,22.998111839828322,1291,301,3,280,1.6182437514928353e+18,1.6445732827294786,GALAXY
1236991692670838018,11.306775641531642,47.95240517269396,14.062136604840973,15.439526377558558,23.662791680119355,16.574694456368242,21.662059705185392,1387,301,1,403,6.562928989121493e+18,1.4212612326326906,STAR
1232143386956391109,87.57791662684949,12.306942559982819,15.150569356780794,17.415097046603744,20.647368804550176,19.158858740082348,14.253227588852354,727,301,1,116,7.12644815955037e+18,5.111517171445865,STAR
1230094315480749466,204.52033041686784,5.058916348608494,18.80621128512002,12.005640094689218,17.820705743932088,19.396483298125734,19.372513727667798,1297,301,3,513,6.626032550304868e+18,1.8110321904838067,GALAXY
1237725754894635325,177.05614123933523,31.458214580842522,19.417542990112928,19.67284073663751,12.88832745604048,21.12611699264182,15.646096408610527,1377,301,3,765,1.030627411186841e+18,2.813728032124424,STAR
1237897399859313888,192.3984733435725,53.601865990150195,12.929879843818561,13.39589928781556,21.499377790625793,19.027123065385148,15.373251954556299,432,301,4,107,7.510857790448373e+18,5.108504092520367,STAR
1239719468763979578,212.57631389867706,15.351140448738523,18.223685071644613,13.989053410441894,16.88183963201011,22.02697036636868,15.405287945868363,1053,301,4,307,2.394244759753611e+18,1.1036668175062927,GALAXY
1234352277441660375,205.3754011572465,15.179507654158966,16.625816945732243,19.24501747620131,15.936777055179222,26.025803531650386,18.67106204980148,486,301,6,113,2.7060281210993546e+18,0.9726028094558983,GALAXY
1236426027267770173,179.9101578705001,55.87333199900751,16.684022061315893,12.043931206956419,15.74754917399766,17.767233438751052,17.455806436218257,505,301,2,194,3.8896280441782144e+18,1.1503421103318145,GALAXY
1231888893347600825,118.79470615738883,5.7918670035211335,18.23561697516661,19.930448652471632,12.100219937277554,25.904085629644594,20.06059906507806,845,301,2,535,6.370106912862713e+18,1.2581895147362394,STAR
1239836451125740811,255.8667788772948,40.02111420041795,13.78275749428766,12.287658685016826,21.654387636422697,14.73337367203363,12.835830154845972,1124,301,1,93,5.484718921806476e+18,3.770526165405943,STAR
1233286997365382530,151.4064452886986,64.71598425772873,16.248359743799668,12.964364155948477,13.889034381224619,13.0634825260586,16.105124557433687,1237,301,3,108,6.755985466848668e+18,0.9193565360328968,GALAXY
1231790486602384996,59.09784076094746,56.41512991914345,14.554820923606474,13.920853700391106,18.768382905235345,15.06982204239652,21.32387666715246,739,301,1,586,6.339338087750193e+18,0.21024207335295367,GALAXY
1233492534160683009,81.78883948640566,-0.48748793407976876,12.756098759812119,15.509773120903258,12.209058226054893,14.512075135481387,11.037972673638054,946,301,4,537,6.72772584637614e+18,3.8490299739756506,STAR
1236016408850175711,182.77773890455842,18.353493988998657,12.840635564452832,16.14761226972474,20.16248274302901,27.746344418642753,18.481906985831493,576,301,2,217,3.02923180344357e+18,5.154451422502107,GALAXY
1231157651029612928,241.0343704302648,5.3933359882609935,13.091771765001205,12.837747769349317,16.80340053368186,17.47791334956336,20.42884425636043,780,301,6,691,6.579426045425671e+18,2.916578441952628,STAR
1235609238802118269,53.037472559886176,64.2945665511612,16.919198791238703,12.589391188968232,20.19971686774787,22.075045571889632,15.606253662968523,1126,301,1,471,7.601956677568106e+18,1.9422321265643079,STAR
1236707577260561460,28.75131692793816,66.97373433421193,12.84664158701848,12.254872291246144,13.168634311209502,22.832895100802848,21.60339186013978,458,301,3,380,8.058647939750728e+17,0.16156149795890723,QSO
1233596139385449177,230.14582410658554,12.154490499422767,16.56083074072139,14.054005605393625,15.462339997715652,18.568546586431722,19.828300434552375,359,301,2,674,8.932047827889171e+18,3.0509949572082307,QSO
1235513636576126661,238.65005068603426,43.88803027249894,16.706376463818078,19.37226378876194,13.433988308647859,14.800719491400203,18.272578294122788,862,301,1,57,7.401667070316635e+17,1.7514910400110009,GALAXY
1234806253435080118,77.64759501960667,56.439116439439644,19.231172080975128,15.118740151103225,20.39892011295545,18.447666229308155,13.3798697389684,496,301,2,628,7.219855268372911e+18,3.475307455626497,GALAXY
1236140197955580304,103.07600254155244,12.058660762256785,17.011012770604115,18.112059136756393,13.411195446411538,19.053935067209462,19.04124730356268,680,301,3,574,6.216503099497622e+18,5.112449376575726,STAR
1238667948306767457,174.36737536946032,8.700686305431356,19.88470272705201,13.521505556311606,20.02232874993626,27.218130728649335,21.00520241014476,1220,301,2,139,3.2139524207048837e+18,0.11594262820560795,GALAXY
1238227575925069967,91.14236525230365,-4.181595302948539,12.247940639526679,12.517433805812834,13.750976122776843,20.666602985613853,19.758908533521847,1226,301,1,270,4.682792412418932e+18,3.6942092663148833,GALAXY
1236300614591343816,229.04399448405334,25.07325935673139,17.63316909316095,16.4342383078693,24.263609872582798,27.487834290797874,17.898282354532043,700,301,1,242,8.717791174035414e+18,3.5995713856117284,QSO
1238625099671949498,35.109833083893406,60.658934754814304,12.211840624424347,18.576739202964013,17.412948806261973,20.80411503341845,19.574922064996883,519,301,2,741,8.127444018533959e+18,3.171915769330388,STAR
1231339837922806523,17.571519681969193,60.91751438111347,17.83502062299763,19.18767933330836,13.645671034489041,13.464966265329029,22.722662877585545,1026,301,6,245,3.652298620267052e+18,3.8898859995098825,STAR
1236904670211241470,60.53852409918296,4.325248308158189,15.086801673632284,16.369636828280807,12.543535855159401,17.534402849825085,11.129652092246335,796,301,3,630,3.860021722108358e+18,1.9993143879553013,QSO
1239929912593293800,80.09412010765219,9.917731078572832,16.890462123140715,14.352258272248248,16.282493200080363,24.469326540936347,18.967143422930324,447,301,6,139,2.271689206530792e+18,0.6547437317963309,GALAXY
1239371826505861031,36.45750100479651,24.787455158220954,14.476304576706703,12.876093961898086,23.588023515677694,18.16757855387598,20.515910968532868,1336,301,6,106,4.169586264664061e+18,0.019501572770699103,GALAXY
1230306211917093414,24.553988193842976,51.98559179695024,13.272840313221192,17.342582833909038,13.869597105229191,12.695475362307503,18.66669830792506,375,301,1,414,6.308774002429579e+18,2.1374015793291625,STAR
1233810159280532327,198.41314380245316,39.665158297816184,17.78810014471426,14.24349453694468,22.280816877992482,12.633294729997322,14.277105155067266,1240,301,6,49,4.442755574704731e+18,4.30843576569904,STAR
1234538628243398584,49.397694607368855,32.5110312769758,19.236963042160696,18.751699395585582,17.425833771067904,15.03010085298762,20.873088758660305,954,301,5,597,6.94700859577358e+18,3.1591279755837895,GALAXY
1233546853610469297,238.3083941647086,38.21102754825003,13.468659549600279,16.840968947626305,22.438062059603553,20.601120322142158,21.95958937346903,1263,301,2,690,7.699817594659361e+18,0.7861188010004418,STAR
1237124688012504361,100.7359146849202,2.0225776475676556,19.365624009628803,18.871028506837806,23.365787535034553,25.11263461069452,19.202056781278063,972,301,4,256,3.234432107748832e+18,1.7001948690395428,GALAXY
1232381964074172678,176.99266404977905,29.86944588460821,13.121456873636351,16.53322408004121,24.971628248895534,20.073116730227877,17.132290460864077,547,301,1,232,6.339729514159476e+18,3.546943113543711,GALAXY
1239468961997602803,64.80133292173765,67.42062013635638,17.88529506039625,18.173938901635545,12.886567196236962,23.68336657343752,15.395850534315588,591,301,4,34,5.283202907073898e+18,4.952739100945127,GALAXY
1236524756522546032,68.56133765995044,1.4565687265534102,19.675561265432048,14.35444120728879,22.35191638943375,21.975082760443822,14.960681095479803,1047,301,4,192,1.2443839836006387e+18,4.59403506143335,GALAXY
1236075007753369853,152.826719122629,32.90500746734671,13.178967054049902,16.02447032306065,12.90595548872659,19.909686147432407,19.678731745693288,993,301,3,93,2.9558512090917903e+18,3.3808925846204727,STAR
1230505933758493855,149.2820171367885,16.582396100988344,15.480720374042827,12.15525098322328,16.09230525312695,14.651734763963917,18.28548070666327,420,301,3,181,1.4222349198441718e+18,1.1654442826782707,GALAXY
1235330407412145142,201.71976545904448,34.413670670923004,14.699659858867197,16.862653946588445,20.401019310335315,26.01386517470692,12.882206879864096,977,301,3,591,7.66911187295926e+18,4.650998045322207,STAR
1232999503278054632,198.96895303495504,36.88876948246351,15.107822001472785,16.269914780483624,17.81474965515411,15.687161751498198,12.693159746699468,475,301,2,644,6.716544971642997e+18,4.925534701124895,STAR
1236820476126939343,177.0133166952426,37.15552156272174,18.025117913054213,18.042258579441626,19.348339378493435,15.29793880924237,11.853190444024635,1207,301,4,153,7.663573025703812e+18,4.864148116628879,GALAXY
1236782437997533237,121.18090260515973,57.21124132769472,17.289511460444473,17.831647723888526,24.56049757204507,15.382559616571987,19.202143028186835,852,301,1,204,6.182021739782884e+18,3.027301476668109,GALAXY
1237933628589175411,232.44137734271553,23.451561271177248,19.749495715702555,17.020936014679265,22.642537856808215,12.626652622085057,14.772372452120582,611,301,4,148,5.054906005401309e+18,4.660900619900904,STAR
1232870047194596976,164.88977953576727,32.6938538746542,13.483836026851378,12.453483308966938,16.72770424335037,19.4771186953787,11.242909627641048,1135,301,5,672,4.659501536644442e+18,4.2427206740662085,QSO
1239147695302972835,257.530019596514,-4.202226875354356,16.346086954607042,19.224077658088618,19.799280252377713,16.56801489106171,15.0523128285104,994,301,4,247,3.3809801995377403e+18,3.3100416574546574,STAR
1232152455798444135,214.48119411945837,52.637193915322975,15.593009163352214,12.144153527258375,12.630279364482169,19.873013678046533,20.985399823802496,1126,301,4,624,8.330390972319388e+18,5.254069013526875,GALAXY
1237526029842050159,19.166072432058208,13.942602638437263,19.350848871405997,18.42614128338049,17.887677082833147,18.702961479367584,13.97195036228844,577,301,2,593,4.57295530220022e+18,1.3040744407889677,STAR
1237670618204014744,88.78966458424007,54.6085167549577,12.08495385981568,15.834770810139759,19.90915496011335,19.836460698883627,18.60259273592821,726,301,1,90,2.2648042976150382e+18,3.3376757141593996,STAR
1233297831728122769,152.11268055067984,14.391622645763155,19.913363206136754,18.543948503117036,21.29132268141953,16.060106982091405,16.276054195295874,503,301,6,521,7.149882400397235e+18,0.13763347537113846,QSO
1239019523441880226,189.81032354361477,-4.212439772838067,15.83787451498023,15.720558989701535,23.719724754141907,24.857347921443623,17.586750642368877,424,301,5,483,3.3940460772857856e+18,2.4099037669108725,GALAXY
1234891314992748099,146.68479743600926,6.302686228121613,17.004317177868778,17.175502440574512,15.679757035854669,20.081281015578043,18.14927249195657,744,301,2,680,2.3484273622249134e+18,4.459317090282894,STAR
1233770312039027503,206.10486646046982,66.95485188776826,14.880420446445724,14.90612404625597,23.72821563514107,14.54338937230207,16.45773176955332,1125,301,5,241,7.553750670692606e+18,1.2545188465569566,STAR
1237335475003057655,79.22922449485084,18.345490954203164,18.82021335756399,17.94942988909063,20.59974070884862,26.33066290426442,11.6942701028862,505,301,4,419,4.40276603345215e+18,4.020373889667783,STAR
1234036855842600327,54.34583691067191,2.944144846930543,16.495903560947063,14.033409400915982,13.009394389645687,12.86073671417215,17.812345003156423,1066,301,1,61,2.1608536577699167e+18,4.072273197393687,QSO
1237126554658017919,21.587004315022067,3.6693926646797888,17.302487489998118,17.75484729500122,16.944327491108993,23.468386175327762,15.770297748530053,589,301,4,581,6.465489925633841e+18,3.3939657316049887,GALAXY
1239745463916278229,152.47506363202356,17.65501812617734,17.191237664485413,13.54706120861772,18.195736543600507,22.53362288110315,13.398558865824675,897,301,2,361,7.791223330426412e+18,4.779625519988913,GALAXY
1236535660233603301,181.5270792102248,-2.2519119984762987,14.91185711918186,17.777341469381803,16.582334454883313,12.238601683694148,21.75809845422726,346,301,1,356,3.967133129509674e+18,2.401637718574255,GALAXY
1239584908806332978,90.18972871407912,32.338666932902626,12.607927966452927,14.349370441937339,13.507215711578942,26.325629460872644,19.832806262554268,814,301,5,72,2.434630865295623e+18,1.113811603921234,STAR
1238208635582093063,162.62321458368092,10.603086830720372,18.4616498087524,14.229054176389889,19.1705993162402,16.37731117029015,14.408818968469008,1151,301,1,198,5.229903848947536e+17,3.484408174393127,STAR
1235151325510989850,21.143622175038967,32.90967682197167,14.31772735347454,18.491951499828854,13.712794584684765,23.595215265448232,17.467486111165467,637,301,6,607,8.26131668184179e+18,5.075136719733948,STAR
1236091018956576224,33.021923266794516,5.275787965043073,18.791441827821636,18.509541093520532,23.89535368349387,15.709026959464323,22.557358048711617,1138,301,6,100,4.4059909693815127e+18,3.369611604010816,STAR
1239203541846449667,184.8422026091416,26.37957771827694,16.869144070326612,17.531218956202853,23.248289790503488,19.936759633508284,13.945538863093585,845,301,1,371,8.443557623641335e+18,4.700308424186505,GALAXY
1236509181827472555,100.75356571475929,38.64793066329085,14.829631664779825,19.39126904605949,18.177803562998545,27.529671434805444,22.368613755073255,665,301,2,648,6.760670197042049e+18,4.632513049833691,GALAXY
1230533106244077725,177.1761758379574,-0.47400450131811467,16.753977191788984,13.249549546760537,12.880732399293256,21.383198967759068,19.20033614183674,1366,301,2,649,4.833126056085009e+18,0.02831440238943901,STAR
1230765684211154811,217.59372231053936,24.108699575327275,17.1639415388915,14.154570561704833,19.178670325829653,16.037486944828263,17.490039763409076,823,301,4,292,6.707376989719205e+18,0.4104072716540207,GALAXY
1238296848397828397,222.86085424398146,17.084238932247207,17.653467262069377,14.352112692960814,19.699077242450556,18.79241148893163,22.798492310218638,589,301,1,166,3.152387332594499e+18,2.9527904986047626,GALAXY
1238677208651064435,51.38624665704164,12.546266603670285,18.578705076056572,14.442290699208097,23.549496393717188,22.492699568385323,15.004506337129218,665,301,6,708,2.1083682125645097e+18,4.576749138177998,QSO
1239289491588196604,130.5439642325393,39.13102770416825,13.278039537743878,14.624255871074428,12.877727721393988,18.568211223772977,14.338774249239442,512,301,1,370,1.680727604086763e+18,2.0497763134482874,GALAXY
1236126290631363487,192.9495343553866,37.963564960874734,19.553155078148933,17.576073416954692,20.99736204654428,26.4827255602113,15.075119300702674,555,301,6,609,8.710512620060804e+18,4.755141305438699,GALAXY
1239514071904439618,203.04311025926143,41.04108588747163,15.286724915420088,14.166065146602712,19.316463589533797,25.746832518740327,20.010300822822504,785,301,3,441,7.124787877436279e+18,1.8816085634145099,QSO
1232963288611258345,205.73834714367715,6.598434941574059,18.883602387011017,14.287377238803852,14.272068937785447,13.4957730083289,15.044078569026624,973,301,4,331,8.884230718281258e+18,2.2276323112794727,QSO
1239164529099059825,65.49816826390729,15.856774874949926,13.763836762942281,16.563316668127612,13.582534819810554,24.3439951990777,12.233148278406787,1097,301,3,689,7.303603342152316e+18,1.7288306142384164,STAR
